order_id,order_date,customer_id,product_id,region_id,quantity,sales_amount,profit
287,2024-04-23,627,77,3,5,7075,1779.72
288,2024-01-07,963,43,2,5,5335,824.59
289,2023-12-27,94,129,4,5,670,119.8
290,2023-11-25,45,114,1,3,1293,236.67
291,2024-05-20,563,70,4,1,1069,294.89
292,2024-09-10,512,144,1,4,4828,820.83
293,2024-06-09,406,46,1,2,2456,194.58
294,2023-02-22,586,159,4,4,3616,539.61
295,2023-03-08,731,5,2,5,5440,1620.59
296,2024-07-14,664,68,2,3,1815,196.95
297,2024-10-13,838,6,4,3,3795,1041.28
298,2023-10-07,45,150,3,2,426,43.07
299,2023-04-07,467,62,2,2,2948,726.51
300,2023-02-17,458,25,3,4,664,110.56
301,2024-01-03,329,25,3,5,5540,1214.31
302,2023-02-12,264,109,3,4,1984,516.73
303,2024-02-04,516,31,4,4,3700,970.15
304,2024-11-02,198,100,1,2,1646,86.17
305,2023-06-25,871,44,4,5,7155,1163.72
306,2024-05-08,336,115,4,1,182,44.74
307,2023-07-25,967,16,3,5,3285,934.6
308,2024-03-23,47,83,4,3,2391,205.66
309,2023-02-26,459,22,2,1,351,81.66
310,2024-08-12,749,32,4,1,1415,389.87
311,2023-09-26,49,137,3,1,1100,147.89
312,2024-02-07,19,5,1,4,1524,249.87
313,2023-02-02,148,71,3,4,3264,474.86
314,2024-10-26,958,183,3,5,6875,1322.17
315,2024-04-21,371,89,1,3,4338,1115.4
316,2024-03-27,26,19,4,2,2368,355.05
317,2024-05-19,550,159,2,5,2395,497.23
318,2023-04-11,925,59,3,3,3735,677.57
319,2024-06-22,535,16,4,5,2380,370.28
320,2024-12-02,632,28,1,3,3837,251.44
321,2024-08-28,809,142,3,4,2300,367.05
322,2024-09-16,255,75,4,4,5816,554.21
323,2024-11-30,136,163,2,2,1460,208.5
324,2024-06-20,953,85,1,1,320,28.29
325,2024-10-15,189,169,1,5,3490,452.03
326,2024-07-30,426,11,1,2,2040,198.24
327,2023-12-16,134,149,3,2,2606,453.05
328,2023-08-24,902,194,3,4,2856,571.48
329,2023-01-25,8,156,3,4,2304,124.79
330,2024-07-21,564,171,4,2,1146,271.24
331,2023-07-12,121,159,1,3,1704,171.31
332,2023-10-26,314,80,2,4,1512,175.03
333,2023-09-24,692,63,1,5,5120,1071.84
334,2024-03-23,648,49,1,3,903,49.05
335,2024-11-05,318,154,4,4,5832,1353.32
336,2024-06-18,194,165,3,3,2778,733.69
337,2023-03-01,105,104,1,1,1231,324.58
338,2023-01-31,198,40,3,2,1340,293.41
339,2023-07-18,206,182,2,2,796,129.18
340,2023-03-19,81,142,4,1,597,94.6
341,2024-07-04,614,196,1,5,650,117.91
342,2023-07-24,891,17,2,2,2744,167.48
343,2024-03-20,569,8,4,5,5410,1092.89
344,2024-04-25,139,42,1,4,3760,682.01
345,2024-12-08,33,199,4,1,213,63.08
346,2024-08-20,548,129,1,5,4145,1215.02
347,2023-09-08,774,93,2,3,2880,564.23
348,2024-03-04,245,98,3,5,5540,688.32
349,2023-10-03,485,35,4,4,564,103.55
350,2023-04-27,316,160,4,4,4572,1142.85
351,2023-08-03,806,59,1,4,840,235.69
352,2024-12-24,643,133,1,2,40,8.96
353,2023-08-30,764,57,1,1,133,11.62
354,2024-09-29,53,85,1,4,1720,167.97
355,2024-12-18,391,129,2,1,348,100.4
356,2023-08-10,315,1,1,1,1489,110.99
357,2024-11-14,960,132,3,4,2520,348.64
358,2024-06-04,385,107,4,1,1480,94.53
359,2023-12-05,226,15,2,2,1708,379.51
360,2023-10-19,845,133,4,3,1290,178.25
361,2024-06-10,504,91,3,1,307,49.01
362,2024-10-25,739,14,1,3,2148,518.92
363,2023-06-17,637,97,3,3,3990,957.17
364,2023-10-14,153,176,1,4,4908,621.18
365,2024-10-02,54,49,2,3,840,181.3
366,2023-11-27,1,53,2,4,1568,430.67
367,2024-04-28,344,147,3,3,759,67.56
368,2024-03-24,781,5,1,2,2762,561.59
369,2023-02-09,13,114,3,2,532,70.09
370,2023-03-18,314,161,1,4,3740,435.15
371,2024-05-22,261,76,3,3,501,70.04
372,2024-10-02,157,165,3,2,774,227.9
373,2024-08-13,833,170,2,5,5120,809.97
374,2024-05-03,388,148,2,3,3165,256.13
375,2023-08-28,693,199,4,5,5730,1629.2
376,2023-09-18,824,84,3,2,2594,692.25
377,2024-09-03,217,42,3,2,50,5.32
378,2023-10-28,535,196,3,4,1252,292.31
379,2023-01-18,411,31,2,1,737,86.28
380,2023-10-14,807,179,3,1,205,43.93
381,2024-02-15,183,72,3,1,155,35.07
382,2024-01-09,200,90,2,4,184,21.98
383,2024-03-04,854,116,1,3,2595,405.44
384,2023-12-16,98,160,1,1,1171,256.26
385,2023-12-19,562,27,3,4,628,75.68
386,2024-02-12,215,78,1,4,560,74.35
387,2024-06-24,615,87,1,5,3370,403.93
388,2024-10-03,844,66,3,2,1468,253.8
389,2024-11-22,212,80,4,1,1283,381.74
390,2024-09-19,561,161,1,1,943,63.09
391,2023-08-05,290,168,3,5,250,39.33
392,2024-01-14,480,97,1,1,76,18.53
393,2023-03-02,527,1,4,3,2823,458.43
394,2024-11-29,390,141,4,5,3165,753.85
395,2024-11-18,494,144,2,4,3656,336.35
396,2024-01-07,116,150,1,2,610,83.41
397,2024-11-30,890,107,1,4,4920,1069.41
398,2023-09-12,781,17,1,2,92,8.02
399,2024-09-20,151,69,2,3,4014,940.02
400,2024-12-11,527,192,1,3,252,33.36
401,2024-05-31,855,77,3,4,2612,663.2
402,2024-11-27,468,99,1,1,472,101.12
403,2023-04-01,529,168,3,1,1243,172.21
404,2023-02-26,192,28,4,2,1658,437.32
405,2023-12-07,670,120,4,3,2610,497.02
406,2023-01-14,927,23,4,4,5688,1032.69
407,2023-01-27,941,10,2,2,894,173.05
408,2023-02-18,145,123,1,1,1198,321.16
409,2024-01-27,861,108,3,1,757,127.91
410,2023-12-08,2,141,1,5,6435,1409.39
411,2024-02-03,192,147,3,5,4610,508.52
412,2024-06-09,239,81,4,4,1652,432.1
413,2023-03-10,146,75,1,5,1905,319.55
414,2024-12-28,611,42,4,5,4550,1018.89
415,2023-12-15,893,158,2,2,1748,371.23
416,2023-10-07,599,60,3,3,2865,492.75
417,2023-09-05,283,134,1,5,670,74.46
418,2023-02-07,399,177,3,3,3120,560.76
419,2024-12-17,437,186,1,4,3412,979.02
420,2023-10-05,654,36,1,1,215,62.44
421,2024-10-10,999,30,3,2,2312,561.49
422,2024-03-26,933,93,2,2,1714,493.98
423,2024-01-14,690,76,2,1,152,43.91
424,2024-11-13,352,141,4,3,438,118.81
425,2023-08-17,771,113,2,1,1427,390.91
426,2023-08-27,297,195,3,5,3730,689.76
427,2023-07-12,443,112,2,3,885,52.82
428,2024-02-05,3,115,3,5,1270,225.46
429,2024-07-01,611,123,4,5,5410,1250.09
430,2024-11-27,443,16,2,4,5316,504.59
431,2024-04-01,825,164,1,2,1822,313.07
432,2023-07-08,305,112,4,3,2184,300.46
433,2024-06-04,623,174,2,4,3844,434.28
434,2023-09-08,381,7,2,3,507,123.17
435,2024-07-24,588,192,1,2,2140,118.44
436,2023-04-17,354,69,4,1,363,92.05
437,2024-09-05,562,54,1,2,422,40.63
438,2023-12-27,787,56,3,2,1294,185.08
439,2024-01-14,395,154,1,1,1314,205.88
440,2023-09-07,697,24,1,1,1204,265.98
441,2024-04-25,541,10,3,4,2376,380.06
442,2024-12-27,336,153,4,3,4389,698.15
443,2023-02-24,210,27,1,3,4224,386.41
444,2024-08-07,392,84,1,4,2632,670.9
445,2023-01-17,962,44,4,5,6315,689.7
446,2023-09-26,88,16,2,3,3795,264.14
447,2024-06-23,36,151,4,2,2240,148.3
448,2023-05-23,488,8,2,5,6115,1645.45
449,2023-05-09,1000,98,4,5,7380,553.45
450,2023-11-07,335,186,2,5,4625,1000.8
451,2023-10-10,192,17,1,1,61,7.78
452,2024-07-16,377,56,2,5,5830,1651.72
453,2024-03-27,342,108,1,5,2920,576.68
454,2023-01-08,409,173,1,2,1854,290.98
455,2023-10-31,388,33,1,3,1182,252.64
456,2024-08-22,421,176,4,1,649,145.83
457,2024-05-15,345,160,4,4,5948,772.05
458,2024-03-07,995,5,2,5,2405,629.08
459,2024-07-06,435,59,3,1,699,147.52
460,2024-03-09,351,76,2,4,5140,1324.64
461,2023-06-26,153,21,4,1,633,50.01
462,2023-04-02,535,110,4,1,674,201.71
463,2023-07-28,595,175,1,1,522,124.86
464,2024-04-15,852,16,4,2,2070,511.95
465,2024-05-10,182,28,3,5,1795,399.67
466,2023-06-12,530,42,1,2,2598,303.24
467,2023-11-28,481,75,3,1,245,33.2
468,2023-10-03,757,151,4,1,1379,150.83
469,2024-08-09,858,94,3,4,400,84.58
470,2024-05-19,384,169,1,2,1874,383.05
471,2023-02-09,348,10,3,1,1280,247.67
472,2023-05-27,701,72,4,3,2571,555.65
473,2024-10-07,191,3,4,2,1656,312.73
474,2023-03-28,509,79,2,5,6605,1889.32
475,2023-01-27,767,148,3,2,1860,478.68
476,2024-02-27,501,61,1,5,4155,466.06
477,2023-08-28,183,80,4,2,2662,339.16
478,2024-05-07,734,26,4,5,2460,155.34
479,2024-04-20,261,174,1,2,834,196.47
480,2024-01-29,288,84,1,1,495,41.33
481,2024-01-08,802,144,2,5,1295,116.49
482,2023-09-12,188,40,1,5,2615,741.87
483,2023-05-05,906,9,3,4,1732,490.23
484,2023-05-10,373,155,4,4,1704,401.4
485,2024-03-07,36,51,4,5,4415,1183.78
486,2024-06-21,809,104,1,3,2397,245.02
487,2024-09-18,324,70,1,4,4124,1219.2
488,2023-07-17,962,45,4,2,2946,218.09
489,2023-12-31,880,161,2,1,915,78.29
490,2023-12-28,655,197,2,1,602,80.55
491,2024-04-29,469,72,3,2,2732,441.03
492,2024-01-07,409,174,3,2,2400,400.2
493,2023-02-19,134,26,1,1,485,118.53
494,2024-10-23,911,194,3,2,2214,441.67
495,2023-03-17,502,31,3,2,1208,204.02
496,2023-10-01,111,51,3,2,156,11.56
497,2023-03-12,56,39,4,5,7280,1130.01
498,2024-04-15,801,199,3,5,7175,1446.3
499,2024-08-20,231,28,1,1,137,19.49
500,2023-02-28,367,1,2,4,4612,422.23
501,2024-09-10,567,14,4,5,4405,977.79
502,2023-08-03,755,53,1,4,2564,394.12
503,2024-04-16,165,88,2,3,963,218.76
504,2023-09-07,144,80,4,4,3232,357.51
505,2023-01-08,586,174,2,4,3240,782.58
506,2024-06-24,2,84,4,4,3872,938.56
507,2024-12-14,354,43,3,4,4644,871.09
508,2023-11-26,433,81,3,3,3456,688.09
509,2024-02-24,662,177,2,3,963,87.4
510,2024-11-23,572,145,2,5,3350,912.69
511,2024-09-17,289,112,4,5,1810,195.24
512,2024-08-21,182,10,1,2,2160,490.99
513,2024-06-18,912,166,2,2,74,15.09
514,2023-02-02,136,160,2,1,748,127.16
515,2023-11-22,689,174,1,2,2414,613.67
516,2024-10-27,822,161,2,5,5230,1460.38
517,2023-04-30,561,143,4,5,2905,448.19
518,2024-02-21,701,90,1,2,1026,284.24
519,2023-10-21,304,48,2,3,1746,342.39
520,2023-12-19,324,32,1,1,954,154.62
521,2024-10-30,935,87,2,5,3535,1024.41
522,2024-03-13,733,124,3,2,1514,94.65
523,2024-07-16,560,89,3,3,2463,296.69
524,2024-04-09,686,106,4,3,1527,83.18
525,2024-01-13,211,194,1,5,865,197.83
526,2023-12-15,762,32,4,2,2878,818.15
527,2023-02-14,513,167,4,1,1393,234.64
528,2023-09-25,585,22,3,3,1632,390.28
529,2023-11-06,820,130,1,5,2705,725.85
530,2024-03-03,403,91,4,4,5692,636.72
531,2023-01-09,195,178,3,1,388,81.16
532,2024-10-22,719,38,4,1,881,51.12
533,2024-12-16,86,123,3,5,1000,196.93
534,2023-09-22,146,113,1,4,2608,429.25
535,2023-06-12,210,13,2,2,502,107.1
536,2023-08-01,798,169,4,5,1680,433.42
537,2024-06-19,232,164,4,5,7305,1459.78
538,2024-06-10,415,112,2,2,544,153.3
539,2024-04-05,673,160,1,2,1866,511.7
540,2023-02-18,291,62,3,4,3516,465.82
541,2023-06-15,817,125,3,4,3856,805.28
542,2024-10-22,781,118,3,5,820,67.23
543,2023-02-24,271,68,1,4,1844,317.14
544,2024-10-12,632,64,3,2,418,47.35
545,2024-12-26,919,140,2,3,261,47.41
546,2024-12-19,828,54,4,1,44,11.16
547,2023-01-01,346,127,3,3,1164,129.29
548,2023-10-28,170,53,4,1,285,83.54
549,2023-09-22,738,11,3,1,673,160.27
550,2023-01-22,565,146,4,3,333,71.29
551,2024-12-21,973,138,1,1,516,57.65
552,2023-08-18,34,165,1,3,1074,79.32
553,2024-11-18,452,39,1,2,70,10.89
554,2024-02-08,407,28,1,3,3813,822.4
555,2023-01-26,9,135,1,5,7165,1689.55
556,2024-05-23,264,8,1,3,609,105.21
557,2023-05-12,216,124,4,3,993,272.4
558,2023-09-21,874,18,4,4,5060,1322.15
559,2023-03-20,919,200,1,4,1380,144.93
560,2023-07-09,540,39,3,3,4485,811.97
561,2023-05-18,40,47,3,2,2228,658.2
562,2023-11-12,291,28,3,2,2876,225.92
563,2024-07-22,405,15,4,3,918,144.34
564,2023-08-09,80,180,4,4,3004,783.41
565,2024-08-15,311,143,1,1,523,86.58
566,2024-08-25,471,83,1,5,870,111.88
567,2024-04-26,989,100,4,1,708,148.06
568,2024-03-25,352,170,1,3,912,205.77
569,2024-08-25,971,144,2,2,1944,370.76
570,2023-12-22,695,124,3,1,834,127.04
571,2023-08-26,177,34,4,3,1473,137.96
572,2023-09-11,271,77,1,3,3753,250.71
573,2023-12-10,723,67,1,1,1251,277.13
574,2024-10-22,807,158,1,2,70,9.43
575,2023-05-16,2,158,3,4,3388,410.79
576,2024-11-25,26,93,3,4,3584,840.23
577,2024-11-13,789,181,2,3,1257,287.5
578,2024-01-13,734,136,3,4,5476,894.19
579,2023-11-27,908,106,2,3,1386,136.61
580,2023-05-20,199,79,2,5,2260,566.01
581,2023-11-30,533,58,1,1,165,34.82
582,2023-08-23,585,18,1,2,502,27.15
583,2024-11-10,70,179,1,2,2660,181.24
584,2023-06-15,233,180,1,3,1200,72.35
585,2023-08-21,207,97,1,2,2188,333.37
